GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
G250025000000,2006-2010,,,Massachusetts,25,Suffolk County,25,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Suffolk County, Massachusetts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"County subdivisions not defined, Suffolk County, Massachusetts",127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
G250025007000,2006-2010,,,Massachusetts,25,Suffolk County,25,Boston City,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston City, Suffolk County, Massachusetts",245857,33074,16504,12289,10826,10183,10666,9145,10384,8495,16989,22352,26760,18405,11847,13400,14538,"Boston City, Suffolk County, Massachusetts",1888,1210,760,754,713,766,836,738,647,666,852,1071,1102,907,753,781,805
G250025013205,2006-2010,,,Massachusetts,25,Suffolk County,25,Chelsea City,13205,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelsea City, Suffolk County, Massachusetts",11894,1541,875,736,711,802,689,526,631,280,1093,1451,1332,535,274,270,148,"Chelsea City, Suffolk County, Massachusetts",553,276,214,201,203,221,182,193,199,122,240,277,288,186,146,144,98
G250025056585,2006-2010,,,Massachusetts,25,Suffolk County,25,Revere City,56585,,,,,,,,,,,,,,,,,,,,,,,,,,,"Revere City, Suffolk County, Massachusetts",19025,1803,946,1057,1172,875,1096,946,886,772,1466,2043,2452,1748,926,650,187,"Revere City, Suffolk County, Massachusetts",552,317,234,228,302,198,272,254,211,213,314,287,305,263,221,178,77
G250025081005,2006-2010,,,Massachusetts,25,Suffolk County,25,Winthrop Town City,81005,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winthrop Town City, Suffolk County, Massachusetts",7178,479,364,267,203,291,197,350,347,172,535,740,1212,615,618,527,261,"Winthrop Town City, Suffolk County, Massachusetts",302,139,118,93,87,120,90,119,154,93,152,152,196,137,163,145,96
G250027001885,2006-2010,,,Massachusetts,25,Worcester County,27,Ashburnham Town,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashburnham Town, Worcester County, Massachusetts",2198,31,179,64,45,49,114,25,95,110,95,218,387,406,257,94,29,"Ashburnham Town, Worcester County, Massachusetts",138,35,105,52,42,44,91,30,75,66,55,118,110,147,106,57,32
G250027002480,2006-2010,,,Massachusetts,25,Worcester County,27,Athol Town,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athol Town, Worcester County, Massachusetts",4595,294,243,305,209,315,287,297,214,305,375,563,624,312,74,70,108,"Athol Town, Worcester County, Massachusetts",191,115,113,86,84,115,111,108,64,106,125,119,161,87,42,39,62
G250027002760,2006-2010,,,Massachusetts,25,Worcester County,27,Auburn Town,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn Town, Worcester County, Massachusetts",6417,178,290,166,462,202,249,255,218,234,426,783,1164,854,322,389,225,"Auburn Town, Worcester County, Massachusetts",227,71,92,78,124,76,97,81,79,97,118,165,201,169,88,105,86
G250027003740,2006-2010,,,Massachusetts,25,Worcester County,27,Barre Town,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barre Town, Worcester County, Massachusetts",2081,78,106,79,81,86,92,11,41,83,153,219,420,254,175,108,95,"Barre Town, Worcester County, Massachusetts",160,74,67,66,76,54,66,18,35,76,78,104,131,86,88,77,71
G250027005490,2006-2010,,,Massachusetts,25,Worcester County,27,Berlin Town,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berlin Town, Worcester County, Massachusetts",1044,7,20,20,44,63,6,19,41,35,49,99,183,119,85,128,126,"Berlin Town, Worcester County, Massachusetts",59,10,18,18,33,42,9,16,24,23,25,43,71,45,38,58,52
G250027006015,2006-2010,,,Massachusetts,25,Worcester County,27,Blackstone Town,6015,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone Town, Worcester County, Massachusetts",3366,135,129,129,78,111,198,145,73,42,274,449,626,456,259,146,116,"Blackstone Town, Worcester County, Massachusetts",204,76,96,78,61,77,122,118,47,39,118,172,183,155,95,75,78
G250027006365,2006-2010,,,Massachusetts,25,Worcester County,27,Bolton Town,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolton Town, Worcester County, Massachusetts",1634,101,17,22,37,30,21,15,18,33,50,144,146,167,206,280,347,"Bolton Town, Worcester County, Massachusetts",80,83,25,24,35,30,23,19,21,30,49,85,52,71,72,72,85
G250027007525,2006-2010,,,Massachusetts,25,Worcester County,27,Boylston Town,7525,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boylston Town, Worcester County, Massachusetts",1698,23,10,20,29,41,50,129,51,66,66,168,286,236,191,65,267,"Boylston Town, Worcester County, Massachusetts",75,26,17,22,47,32,38,76,29,66,42,72,94,87,67,45,94
G250027009105,2006-2010,,,Massachusetts,25,Worcester County,27,Brookfield Town,9105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookfield Town, Worcester County, Massachusetts",1375,0,73,75,30,112,63,51,78,12,191,137,291,133,42,64,23,"Brookfield Town, Worcester County, Massachusetts",82,127,41,43,29,60,40,40,43,19,74,73,90,67,31,48,21
G250027012715,2006-2010,,,Massachusetts,25,Worcester County,27,Charlton Town,12715,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlton Town, Worcester County, Massachusetts",4454,103,78,223,55,67,87,58,148,151,398,453,905,801,420,320,187,"Charlton Town, Worcester County, Massachusetts",169,65,43,93,38,41,42,62,76,97,156,113,198,171,114,83,72
G250027014395,2006-2010,,,Massachusetts,25,Worcester County,27,Clinton Town,14395,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton Town, Worcester County, Massachusetts",5698,394,219,346,213,280,291,279,252,135,533,602,746,582,482,255,89,"Clinton Town, Worcester County, Massachusetts",225,138,92,132,104,130,131,105,117,71,136,179,149,163,138,99,54
G250027017300,2006-2010,,,Massachusetts,25,Worcester County,27,Douglas Town,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas Town, Worcester County, Massachusetts",3026,80,80,76,26,125,61,49,74,86,213,479,514,396,451,215,101,"Douglas Town, Worcester County, Massachusetts",167,66,92,84,30,103,61,43,58,67,95,176,144,146,144,87,58
G250027017685,2006-2010,,,Massachusetts,25,Worcester County,27,Dudley Town,17685,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dudley Town, Worcester County, Massachusetts",3931,137,240,78,140,222,85,105,224,202,413,452,716,372,281,165,99,"Dudley Town, Worcester County, Massachusetts",229,102,110,56,75,102,57,72,113,94,149,125,153,123,122,71,59
G250027018560,2006-2010,,,Massachusetts,25,Worcester County,27,East Brookfield Town,18560,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Brookfield Town, Worcester County, Massachusetts",736,20,35,24,41,25,14,27,44,23,69,49,148,63,69,36,49,"East Brookfield Town, Worcester County, Massachusetts",61,22,35,24,39,28,13,22,37,19,40,28,56,34,38,24,38
G250027023875,2006-2010,,,Massachusetts,25,Worcester County,27,Fitchburg City,23875,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fitchburg City, Worcester County, Massachusetts",14615,1642,869,1037,854,821,551,594,656,616,1019,1735,1825,1304,516,364,212,"Fitchburg City, Worcester County, Massachusetts",532,297,195,191,204,176,146,197,178,147,221,262,248,233,171,132,80
G250027025485,2006-2010,,,Massachusetts,25,Worcester County,27,Gardner City,25485,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner City, Worcester County, Massachusetts",7978,598,652,569,439,316,506,476,261,258,657,1030,1029,489,377,156,165,"Gardner City, Worcester County, Massachusetts",355,161,159,198,142,105,142,135,97,102,160,163,158,123,116,71,80
G250027026430,2006-2010,,,Massachusetts,25,Worcester County,27,Grafton Town,26430,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton Town, Worcester County, Massachusetts",6225,141,169,205,60,162,254,247,210,194,459,415,832,746,640,874,617,"Grafton Town, Worcester County, Massachusetts",224,73,63,88,47,69,118,108,110,74,139,118,184,158,144,183,150
G250027028740,2006-2010,,,Massachusetts,25,Worcester County,27,Hardwick Town,28740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardwick Town, Worcester County, Massachusetts",1180,87,100,94,15,46,50,57,48,6,122,181,93,82,62,48,89,"Hardwick Town, Worcester County, Massachusetts",90,52,68,61,18,44,37,47,33,9,52,69,39,49,49,25,59
G250027028950,2006-2010,,,Massachusetts,25,Worcester County,27,Harvard Town,28950,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harvard Town, Worcester County, Massachusetts",1799,25,45,18,28,27,0,0,65,18,41,48,124,247,271,304,538,"Harvard Town, Worcester County, Massachusetts",136,40,42,21,28,26,127,127,40,20,29,32,50,75,87,97,104
G250027030560,2006-2010,,,Massachusetts,25,Worcester County,27,Holden Town,30560,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holden Town, Worcester County, Massachusetts",6317,238,162,73,177,153,77,201,152,222,413,674,997,930,752,583,513,"Holden Town, Worcester County, Massachusetts",189,93,82,42,74,68,45,64,75,74,112,140,139,145,139,133,109
G250027030945,2006-2010,,,Massachusetts,25,Worcester County,27,Hopedale Town,30945,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopedale Town, Worcester County, Massachusetts",2115,59,60,69,27,81,57,82,55,81,38,148,388,347,196,218,209,"Hopedale Town, Worcester County, Massachusetts",168,46,47,73,30,54,47,67,55,72,34,64,127,135,74,83,93
G250027031435,2006-2010,,,Massachusetts,25,Worcester County,27,Hubbardston Town,31435,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hubbardston Town, Worcester County, Massachusetts",1497,20,91,37,94,0,52,73,49,0,62,205,273,241,70,149,81,"Hubbardston Town, Worcester County, Massachusetts",87,23,61,32,73,127,47,45,41,127,38,65,75,82,46,66,63
G250027034165,2006-2010,,,Massachusetts,25,Worcester County,27,Lancaster Town,34165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster Town, Worcester County, Massachusetts",2327,109,113,108,28,109,103,76,48,27,151,210,296,377,113,292,167,"Lancaster Town, Worcester County, Massachusetts",161,93,61,95,29,64,81,71,39,27,77,93,119,110,66,94,77
G250027034795,2006-2010,,,Massachusetts,25,Worcester County,27,Leicester Town,34795,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester Town, Worcester County, Massachusetts",3951,126,76,157,185,95,243,72,148,112,282,696,577,336,430,326,90,"Leicester Town, Worcester County, Massachusetts",187,102,53,84,85,56,108,43,83,69,114,187,140,118,151,122,58
G250027035075,2006-2010,,,Massachusetts,25,Worcester County,27,Leominster City,35075,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leominster City, Worcester County, Massachusetts",16191,1100,952,661,1032,771,752,689,699,621,1387,1480,2609,1392,1070,589,387,"Leominster City, Worcester County, Massachusetts",422,271,212,175,256,179,209,184,201,183,293,248,336,177,232,157,120
G250027037420,2006-2010,,,Massachusetts,25,Worcester County,27,Lunenburg Town,37420,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lunenburg Town, Worcester County, Massachusetts",3786,76,150,112,64,93,168,137,177,59,188,378,632,648,388,321,195,"Lunenburg Town, Worcester County, Massachusetts",164,50,78,86,43,57,86,86,105,44,79,127,139,159,133,108,84
G250027040255,2006-2010,,,Massachusetts,25,Worcester County,27,Mendon Town,40255,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendon Town, Worcester County, Massachusetts",1955,9,60,23,30,96,64,44,10,31,127,90,368,260,195,232,316,"Mendon Town, Worcester County, Massachusetts",102,16,54,26,28,58,47,38,16,27,85,46,127,81,69,94,90
G250027041165,2006-2010,,,Massachusetts,25,Worcester County,27,Milford Town,41165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milford Town, Worcester County, Massachusetts",10367,383,555,214,381,655,419,427,483,412,798,988,1441,1209,699,747,556,"Milford Town, Worcester County, Massachusetts",303,145,131,84,136,197,144,139,130,150,204,223,299,205,144,181,136
G250027041340,2006-2010,,,Massachusetts,25,Worcester County,27,Millbury Town,41340,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millbury Town, Worcester County, Massachusetts",5360,172,271,131,272,162,308,304,178,159,367,592,999,594,441,229,181,"Millbury Town, Worcester County, Massachusetts",214,95,90,61,140,76,133,128,76,97,139,155,183,149,118,78,90
G250027041585,2006-2010,,,Massachusetts,25,Worcester County,27,Millville Town,41585,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millville Town, Worcester County, Massachusetts",1032,12,5,38,13,36,40,39,67,76,59,122,206,64,81,123,51,"Millville Town, Worcester County, Massachusetts",55,15,8,32,14,35,33,24,30,40,33,49,72,33,31,55,33
G250027045105,2006-2010,,,Massachusetts,25,Worcester County,27,New Braintree Town,45105,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braintree Town, Worcester County, Massachusetts",358,5,10,8,3,9,9,7,17,18,33,23,98,34,56,20,8,"New Braintree Town, Worcester County, Massachusetts",50,5,8,7,4,8,8,7,16,15,18,12,29,22,28,17,10
G250027046820,2006-2010,,,Massachusetts,25,Worcester County,27,Northborough Town,46820,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northborough Town, Worcester County, Massachusetts",5059,120,120,195,168,98,87,110,158,54,172,477,682,698,557,611,752,"Northborough Town, Worcester County, Massachusetts",165,72,59,92,85,63,48,62,75,49,70,113,141,143,128,130,126
G250027046925,2006-2010,,,Massachusetts,25,Worcester County,27,Northbridge Town,46925,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northbridge Town, Worcester County, Massachusetts",5492,87,276,309,303,167,152,134,286,280,495,397,771,749,500,298,288,"Northbridge Town, Worcester County, Massachusetts",201,56,104,118,119,93,76,56,118,119,152,121,170,179,136,90,96
G250027047135,2006-2010,,,Massachusetts,25,Worcester County,27,North Brookfield Town,47135,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Brookfield Town, Worcester County, Massachusetts",1964,102,103,83,29,14,158,115,140,109,138,292,279,187,47,82,86,"North Brookfield Town, Worcester County, Massachusetts",138,55,82,48,32,22,85,59,64,60,95,103,88,94,39,50,61
G250027050670,2006-2010,,,Massachusetts,25,Worcester County,27,Oakham Town,50670,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oakham Town, Worcester County, Massachusetts",674,22,13,4,32,34,25,21,5,31,57,70,165,61,85,35,14,"Oakham Town, Worcester County, Massachusetts",37,21,10,7,19,15,16,11,6,21,24,21,34,20,34,13,12
G250027051825,2006-2010,,,Massachusetts,25,Worcester County,27,Oxford Town,51825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford Town, Worcester County, Massachusetts",5425,332,380,168,194,206,312,167,124,173,395,669,788,725,291,370,131,"Oxford Town, Worcester County, Massachusetts",220,147,140,94,114,106,136,89,88,109,168,200,181,181,112,116,57
G250027052420,2006-2010,,,Massachusetts,25,Worcester County,27,Paxton Town,52420,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paxton Town, Worcester County, Massachusetts",1582,49,32,66,20,9,51,42,47,43,80,104,234,328,184,141,152,"Paxton Town, Worcester County, Massachusetts",105,60,24,45,22,15,41,35,38,33,48,46,75,97,85,60,64
G250027053120,2006-2010,,,Massachusetts,25,Worcester County,27,Petersham Town,53120,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersham Town, Worcester County, Massachusetts",429,13,27,17,13,25,22,19,22,13,30,41,70,39,47,18,13,"Petersham Town, Worcester County, Massachusetts",43,15,20,11,9,19,10,16,12,10,12,16,20,14,20,10,15
G250027053225,2006-2010,,,Massachusetts,25,Worcester County,27,Phillipston Town,53225,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillipston Town, Worcester County, Massachusetts",633,10,8,9,46,21,18,18,24,26,48,135,109,90,30,37,4,"Phillipston Town, Worcester County, Massachusetts",51,9,7,8,25,12,8,15,12,15,22,44,32,27,14,21,5
G250027055395,2006-2010,,,Massachusetts,25,Worcester County,27,Princeton Town,55395,,,,,,,,,,,,,,,,,,,,,,,,,,,"Princeton Town, Worcester County, Massachusetts",1251,9,29,21,16,58,55,11,33,38,132,54,133,185,97,233,147,"Princeton Town, Worcester County, Massachusetts",67,15,27,23,18,63,51,17,29,30,80,37,69,80,51,73,63
G250027058580,2006-2010,,,Massachusetts,25,Worcester County,27,Royalston Town,58580,,,,,,,,,,,,,,,,,,,,,,,,,,,"Royalston Town, Worcester County, Massachusetts",476,16,17,26,14,16,16,25,35,39,32,43,103,34,47,6,7,"Royalston Town, Worcester County, Massachusetts",49,18,12,18,11,11,11,16,18,25,22,20,35,16,25,9,9
G250027058825,2006-2010,,,Massachusetts,25,Worcester County,27,Rutland Town,58825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutland Town, Worcester County, Massachusetts",2540,77,62,52,66,66,11,75,149,159,121,339,439,304,392,133,95,"Rutland Town, Worcester County, Massachusetts",159,48,63,42,55,66,18,48,85,95,65,145,156,88,117,73,57
G250027061800,2006-2010,,,Massachusetts,25,Worcester County,27,Shrewsbury Town,61800,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shrewsbury Town, Worcester County, Massachusetts",13026,281,260,433,365,259,487,524,452,563,762,1160,2069,1600,1181,1476,1154,"Shrewsbury Town, Worcester County, Massachusetts",274,96,93,157,142,118,142,175,106,143,176,233,284,299,237,190,192
G250027063165,2006-2010,,,Massachusetts,25,Worcester County,27,Southborough Town,63165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southborough Town, Worcester County, Massachusetts",3227,40,50,57,78,69,15,12,71,109,86,279,302,269,342,455,993,"Southborough Town, Worcester County, Massachusetts",128,39,60,46,51,63,23,19,55,71,55,111,100,94,104,116,169
G250027063345,2006-2010,,,Massachusetts,25,Worcester County,27,Southbridge Town City,63345,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southbridge Town City, Worcester County, Massachusetts",6497,443,428,447,395,360,372,372,318,350,553,780,865,413,200,157,44,"Southbridge Town City, Worcester County, Massachusetts",259,130,112,130,138,126,112,125,124,117,160,152,164,117,85,89,46
G250027066105,2006-2010,,,Massachusetts,25,Worcester County,27,Spencer Town,66105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer Town, Worcester County, Massachusetts",4608,277,240,152,240,181,232,152,176,153,373,522,870,355,307,268,110,"Spencer Town, Worcester County, Massachusetts",247,115,101,84,128,101,115,88,81,76,130,140,188,96,115,98,64
G250027067385,2006-2010,,,Massachusetts,25,Worcester County,27,Sterling Town,67385,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling Town, Worcester County, Massachusetts",2814,87,0,14,127,103,89,110,43,98,154,255,294,309,490,371,270,"Sterling Town, Worcester County, Massachusetts",127,62,127,22,71,65,65,87,40,63,78,100,107,93,141,139,107
G250027068155,2006-2010,,,Massachusetts,25,Worcester County,27,Sturbridge Town,68155,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sturbridge Town, Worcester County, Massachusetts",3686,283,99,146,210,52,24,95,179,140,195,479,525,486,242,277,254,"Sturbridge Town, Worcester County, Massachusetts",152,147,58,99,111,43,29,67,106,77,121,137,175,140,94,93,96
G250027068610,2006-2010,,,Massachusetts,25,Worcester County,27,Sutton Town,68610,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutton Town, Worcester County, Massachusetts",3137,53,43,49,28,138,46,70,147,51,80,336,488,450,229,630,299,"Sutton Town, Worcester County, Massachusetts",133,46,36,44,33,95,37,70,99,42,49,149,157,137,94,135,102
G250027069275,2006-2010,,,Massachusetts,25,Worcester County,27,Templeton Town,69275,,,,,,,,,,,,,,,,,,,,,,,,,,,"Templeton Town, Worcester County, Massachusetts",2765,133,177,34,153,88,98,20,70,239,180,426,619,306,104,53,65,"Templeton Town, Worcester County, Massachusetts",204,97,86,38,75,58,67,30,56,138,77,129,149,112,64,45,53
G250027071480,2006-2010,,,Massachusetts,25,Worcester County,27,Upton Town,71480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upton Town, Worcester County, Massachusetts",2449,92,115,26,51,0,47,60,35,52,142,209,279,257,358,417,309,"Upton Town, Worcester County, Massachusetts",114,73,72,30,63,127,43,63,46,33,87,81,83,96,127,129,100
G250027071620,2006-2010,,,Massachusetts,25,Worcester County,27,Uxbridge Town,71620,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uxbridge Town, Worcester County, Massachusetts",4913,137,189,179,136,91,175,112,235,193,237,584,923,710,486,308,218,"Uxbridge Town, Worcester County, Massachusetts",184,75,87,98,98,63,90,82,109,87,93,181,182,169,162,112,103
G250027073090,2006-2010,,,Massachusetts,25,Worcester County,27,Warren Town,73090,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren Town, Worcester County, Massachusetts",1990,93,71,38,130,131,109,215,112,25,216,181,315,144,78,70,62,"Warren Town, Worcester County, Massachusetts",190,76,63,40,93,97,74,100,91,35,119,93,97,89,45,53,61
G250027073895,2006-2010,,,Massachusetts,25,Worcester County,27,Webster Town,73895,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster Town, Worcester County, Massachusetts",7380,568,505,460,439,453,402,230,346,380,705,799,955,545,294,159,140,"Webster Town, Worcester County, Massachusetts",255,159,137,147,147,145,131,101,152,129,183,152,182,138,108,80,93
G250027075015,2006-2010,,,Massachusetts,25,Worcester County,27,Westborough Town,75015,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westborough Town, Worcester County, Massachusetts",6543,111,231,151,262,140,39,97,232,193,382,709,913,791,484,772,1036,"Westborough Town, Worcester County, Massachusetts",327,98,94,67,125,64,41,56,101,84,106,174,185,167,137,180,185
G250027075155,2006-2010,,,Massachusetts,25,Worcester County,27,West Boylston Town,75155,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Boylston Town, Worcester County, Massachusetts",2274,47,27,64,46,89,108,150,56,125,86,266,368,347,241,160,94,"West Boylston Town, Worcester County, Massachusetts",241,42,26,37,29,47,55,74,35,59,48,101,109,105,70,68,44
G250027075400,2006-2010,,,Massachusetts,25,Worcester County,27,West Brookfield Town,75400,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Brookfield Town, Worcester County, Massachusetts",1477,97,72,76,80,48,39,59,35,23,181,183,114,218,93,95,64,"West Brookfield Town, Worcester County, Massachusetts",101,64,41,53,59,35,28,50,34,26,73,77,56,77,53,56,56
G250027077010,2006-2010,,,Massachusetts,25,Worcester County,27,Westminster Town,77010,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westminster Town, Worcester County, Massachusetts",2529,60,43,40,98,43,135,49,63,162,229,288,348,441,276,166,88,"Westminster Town, Worcester County, Massachusetts",126,44,42,40,98,37,86,42,54,98,117,109,112,130,98,87,60
G250027080405,2006-2010,,,Massachusetts,25,Worcester County,27,Winchendon Town,80405,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchendon Town, Worcester County, Massachusetts",3575,198,113,89,136,244,293,236,112,125,288,368,782,202,223,120,46,"Winchendon Town, Worcester County, Massachusetts",166,116,58,48,73,145,108,111,98,91,88,131,192,88,93,65,36
G250027082000,2006-2010,,,Massachusetts,25,Worcester County,27,Worcester City,82000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worcester City, Worcester County, Massachusetts",70441,7879,5386,3688,4248,3171,3959,3248,3624,2530,5630,7110,8274,4632,3119,2344,1599,"Worcester City, Worcester County, Massachusetts",1133,566,516,397,444,355,458,388,456,337,540,630,658,457,369,318,284
