GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELM,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G06037470","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"South Fork Union Elementary School District","37470",,,,"South Fork Union Elementary School District, California",3138,"South Fork Union Elementary School District, California",688
"G06037560","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"South Whittier Elementary School District","37560",,,,"South Whittier Elementary School District, California",30146,"South Whittier Elementary School District, California",1605
"G06037650","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Southside Elementary School District","37650",,,,"Southside Elementary School District, California",3371,"Southside Elementary School District, California",2494
"G06037680","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Spencer Valley Elementary School District","37680",,,,"Spencer Valley Elementary School District, California",586,"Spencer Valley Elementary School District, California",159
"G06037710","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Spreckels Union Elementary School District","37710",,,,"Spreckels Union Elementary School District, California",6720,"Spreckels Union Elementary School District, California",767
"G06037770","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Springville Union Elementary School District","37770",,,,"Springville Union Elementary School District, California",4542,"Springville Union Elementary School District, California",828
"G06037890","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Standard Elementary School District","37890",,,,"Standard Elementary School District, California",22568,"Standard Elementary School District, California",1397
"G06037950","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Stanislaus Union Elementary School District","37950",,,,"Stanislaus Union Elementary School District, California",30531,"Stanislaus Union Elementary School District, California",1339
"G06038040","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Stone Corral Elementary School District","38040",,,,"Stone Corral Elementary School District, California",951,"Stone Corral Elementary School District, California",262
"G06038130","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Strathmore Union Elementary School District","38130",,,,"Strathmore Union Elementary School District, California",4607,"Strathmore Union Elementary School District, California",824
"G06038220","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sulphur Springs Union Elementary School District","38220",,,,"Sulphur Springs Union Elementary School District, California",56256,"Sulphur Springs Union Elementary School District, California",1611
"G06038250","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Summerville Elementary School District","38250",,,,"Summerville Elementary School District, California",4866,"Summerville Elementary School District, California",766
"G06038340","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sundale Union Elementary School District","38340",,,,"Sundale Union Elementary School District, California",2955,"Sundale Union Elementary School District, California",413
"G06038430","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sunnyside Union Elementary School District","38430",,,,"Sunnyside Union Elementary School District, California",2754,"Sunnyside Union Elementary School District, California",536
"G06038460","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sunnyvale Elementary School District","38460",,,,"Sunnyvale Elementary School District, California",79072,"Sunnyvale Elementary School District, California",1156
"G06038550","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Susanville Elementary School District","38550",,,,"Susanville Elementary School District, California",10908,"Susanville Elementary School District, California",403
"G06038670","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sylvan Union Elementary School District","38670",,,,"Sylvan Union Elementary School District, California",68991,"Sylvan Union Elementary School District, California",1775
"G06038700","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Taft City Elementary School District","38700",,,,"Taft City Elementary School District, California",17969,"Taft City Elementary School District, California",911
"G06039060","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Terra Bella Union Elementary School District","39060",,,,"Terra Bella Union Elementary School District, California",5210,"Terra Bella Union Elementary School District, California",597
"G06039180","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Thermalito Union Elementary School District","39180",,,,"Thermalito Union Elementary School District, California",16403,"Thermalito Union Elementary School District, California",962
"G06039210","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Three Rivers Union Elementary School District","39210",,,,"Three Rivers Union Elementary School District, California",1963,"Three Rivers Union Elementary School District, California",286
"G06039300","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Tipton Elementary School District","39300",,,,"Tipton Elementary School District, California",2631,"Tipton Elementary School District, California",321
"G06039600","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Traver Joint Elementary School District","39600",,,,"Traver Joint Elementary School District, California",1075,"Traver Joint Elementary School District, California",271
"G06039690","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Tres Pinos Union Elementary School District","39690",,,,"Tres Pinos Union Elementary School District, California",611,"Tres Pinos Union Elementary School District, California",171
"G06039720","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Trinidad Union Elementary School District","39720",,,,"Trinidad Union Elementary School District, California",1841,"Trinidad Union Elementary School District, California",280
"G06039750","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Trinity Center Elementary School District","39750",,,,"Trinity Center Elementary School District, California",505,"Trinity Center Elementary School District, California",134
"G06039870","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Tulare City Elementary School District","39870",,,,"Tulare City Elementary School District, California",55154,"Tulare City Elementary School District, California",496
"G06040050","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Turlock Joint Elementary School District","40050",,,,"Turlock Joint Elementary School District, California",70492,"Turlock Joint Elementary School District, California",947
"G06040200","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Twain Harte-Long Barn Union Elementary School District","40200",,,,"Twain Harte-Long Barn Union Elementary School District, California",5519,"Twain Harte-Long Barn Union Elementary School District, California",770
"G06040230","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Twin Hills Union Elementary School District","40230",,,,"Twin Hills Union Elementary School District, California",5458,"Twin Hills Union Elementary School District, California",686
"G06040260","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Two Rock Union Elementary School District","40260",,,,"Two Rock Union Elementary School District, California",1481,"Two Rock Union Elementary School District, California",303
"G06040320","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Union Elementary School District","40320",,,,"Union Elementary School District, California",43605,"Union Elementary School District, California",1591
"G06040380","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Union Hill Elementary School District","40380",,,,"Union Hill Elementary School District, California",2352,"Union Hill Elementary School District, California",339
"G06040410","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Union Joint Elementary School District","40410",,,,"Union Joint Elementary School District, California",64,"Union Joint Elementary School District, California",45
"G06040470","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Upper Lake Union Elementary School District","40470",,,,"Upper Lake Union Elementary School District, California",4575,"Upper Lake Union Elementary School District, California",755
"G06040650","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Valle Lindo Elementary School District","40650",,,,"Valle Lindo Elementary School District, California",6632,"Valle Lindo Elementary School District, California",775
"G06040680","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Vallecito Union Elementary School District","40680",,,,"Vallecito Union Elementary School District, California",9886,"Vallecito Union Elementary School District, California",894
"G06040710","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Vallecitos Elementary School District","40710",,,,"Vallecitos Elementary School District, California",2366,"Vallecitos Elementary School District, California",382
"G06040800","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Valley Home Joint Elementary School District","40800",,,,"Valley Home Joint Elementary School District, California",1872,"Valley Home Joint Elementary School District, California",356
"G06041040","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Victor Elementary School District","41040",,,,"Victor Elementary School District, California",89281,"Victor Elementary School District, California",1781
"G06041130","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Vineland Elementary School District","41130",,,,"Vineland Elementary School District, California",4156,"Vineland Elementary School District, California",565
"G06041220","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Vista del Mar Union Elementary School District","41220",,,,"Vista del Mar Union Elementary School District, California",425,"Vista del Mar Union Elementary School District, California",173
"G06041250","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Walnut Creek Elementary School District","41250",,,,"Walnut Creek Elementary School District, California",48876,"Walnut Creek Elementary School District, California",1323
"G06041400","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Wasco Union Elementary School District","41400",,,,"Wasco Union Elementary School District, California",24941,"Wasco Union Elementary School District, California",229
"G06041460","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Washington Colony Elementary School District","41460",,,,"Washington Colony Elementary School District, California",2520,"Washington Colony Elementary School District, California",362
"G06041610","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Washington Union Elementary School District","41610",,,,"Washington Union Elementary School District, California",7337,"Washington Union Elementary School District, California",656
"G06041790","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Waugh Elementary School District","41790",,,,"Waugh Elementary School District, California",5849,"Waugh Elementary School District, California",846
"G06041820","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Waukena Joint Union Elementary School District","41820",,,,"Waukena Joint Union Elementary School District, California",904,"Waukena Joint Union Elementary School District, California",179
"G06041880","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Weaver Union Elementary School District","41880",,,,"Weaver Union Elementary School District, California",12672,"Weaver Union Elementary School District, California",1262
"G06041910","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Weaverville Elementary School District","41910",,,,"Weaverville Elementary School District, California",4696,"Weaverville Elementary School District, California",731
